"cell","year","jd_wk","obs_days"
621.1,2017,91,7
621.1,2017,98,23
621.1,2017,105,32
621.1,2017,112,23
621.1,2017,119,8
621.1,2017,126,6
621.1,2017,133,22
621.1,2017,140,21
621.1,2017,147,31
621.1,2017,154,28
621.1,2017,161,32
621.1,2017,168,36
621.1,2017,175,43
621.1,2017,182,44
621.1,2017,189,43
621.1,2017,196,52
621.1,2017,203,54
621.1,2017,210,58
621.1,2017,217,60
621.1,2017,224,56
621.1,2017,231,53
621.1,2017,238,60
621.1,2017,245,93
621.1,2017,252,74
621.1,2017,259,50
621.1,2017,266,49
621.1,2017,273,54
621.1,2017,280,32
621.1,2017,287,23
621.1,2017,294,27
621.1,2017,301,10
621.1,2017,308,8
621.1,2017,315,4
621.1,2017,322,8
621.1,2017,329,6
621.1,2017,336,1
621.1,2017,350,7
621.1,2017,357,2
621.1,2018,14,1
621.1,2018,21,3
621.1,2018,28,2
621.1,2018,42,2
621.1,2018,49,8
621.1,2018,56,8
621.1,2018,63,3
621.1,2018,70,2
621.1,2018,77,7
621.1,2018,84,16
621.1,2018,91,7
621.1,2018,98,13
621.1,2018,105,7
621.1,2018,112,40
621.1,2018,119,32
621.1,2018,126,28
621.1,2018,133,43
621.1,2018,140,36
621.1,2018,147,63
621.1,2018,154,68
621.1,2018,161,71
621.1,2018,168,93
621.1,2018,175,92
621.1,2018,182,89
621.1,2018,189,98
621.1,2018,196,110
621.1,2018,203,118
621.1,2018,210,125
621.1,2018,217,89
621.1,2018,224,107
621.1,2018,231,135
621.1,2018,238,117
621.1,2018,245,127
621.1,2018,252,122
621.1,2018,259,125
621.1,2018,266,60
621.1,2018,273,61
621.1,2018,280,71
621.1,2018,287,37
621.1,2018,294,16
621.1,2018,301,26
621.1,2018,308,14
621.1,2018,315,5
621.1,2018,322,2
621.1,2018,329,4
621.1,2018,336,10
621.1,2018,343,3
621.1,2018,350,5
621.1,2018,357,2
622.1,2017,0,3
622.1,2017,7,4
622.1,2017,14,3
622.1,2017,21,1
622.1,2017,28,7
622.1,2017,35,6
622.1,2017,42,5
622.1,2017,49,9
622.1,2017,56,11
622.1,2017,63,9
622.1,2017,70,4
622.1,2017,77,10
622.1,2017,84,17
622.1,2017,91,18
622.1,2017,98,46
622.1,2017,105,62
622.1,2017,112,49
622.1,2017,119,58
622.1,2017,126,45
622.1,2017,133,54
622.1,2017,140,73
622.1,2017,147,82
622.1,2017,154,82
622.1,2017,161,91
622.1,2017,168,107
622.1,2017,175,98
622.1,2017,182,120
622.1,2017,189,127
622.1,2017,196,130
622.1,2017,203,164
622.1,2017,210,153
622.1,2017,217,186
622.1,2017,224,157
622.1,2017,231,199
622.1,2017,238,157
622.1,2017,245,136
622.1,2017,252,267
622.1,2017,259,216
622.1,2017,266,168
622.1,2017,273,152
622.1,2017,280,157
622.1,2017,287,157
622.1,2017,294,116
622.1,2017,301,99
622.1,2017,308,41
622.1,2017,315,24
622.1,2017,322,21
622.1,2017,329,40
622.1,2017,336,33
622.1,2017,343,18
622.1,2017,350,13
622.1,2017,357,10
622.1,2018,0,5
622.1,2018,7,19
622.1,2018,14,7
622.1,2018,21,12
622.1,2018,28,8
622.1,2018,35,12
622.1,2018,42,13
622.1,2018,49,23
622.1,2018,56,23
622.1,2018,63,13
622.1,2018,70,9
622.1,2018,77,35
622.1,2018,84,27
622.1,2018,91,31
622.1,2018,98,67
622.1,2018,105,32
622.1,2018,112,173
622.1,2018,119,184
622.1,2018,126,177
622.1,2018,133,144
622.1,2018,140,204
622.1,2018,147,255
622.1,2018,154,234
622.1,2018,161,231
622.1,2018,168,264
622.1,2018,175,340
622.1,2018,182,397
622.1,2018,189,423
622.1,2018,196,444
622.1,2018,203,390
622.1,2018,210,396
622.1,2018,217,359
622.1,2018,224,364
622.1,2018,231,424
622.1,2018,238,387
622.1,2018,245,355
622.1,2018,252,386
622.1,2018,259,467
622.1,2018,266,319
622.1,2018,273,370
622.1,2018,280,278
622.1,2018,287,167
622.1,2018,294,82
622.1,2018,301,195
622.1,2018,308,113
622.1,2018,315,55
622.1,2018,322,52
622.1,2018,329,51
622.1,2018,336,43
622.1,2018,343,26
622.1,2018,350,19
622.1,2018,357,22
622.1,2018,364,4
642.1,2017,91,2
642.1,2017,154,1
642.1,2017,175,1
642.1,2017,245,1
642.1,2017,259,1
642.1,2017,266,1
642.1,2018,56,1
642.1,2018,84,1
642.1,2018,91,3
642.1,2018,98,4
642.1,2018,105,2
642.1,2018,112,2
642.1,2018,119,3
642.1,2018,126,3
642.1,2018,133,4
642.1,2018,140,6
642.1,2018,147,4
642.1,2018,154,1
642.1,2018,161,1
642.1,2018,168,3
642.1,2018,175,4
642.1,2018,182,5
642.1,2018,189,3
642.1,2018,196,1
642.1,2018,203,6
642.1,2018,210,3
642.1,2018,224,3
642.1,2018,231,2
642.1,2018,238,1
642.1,2018,252,1
642.1,2018,259,4
642.1,2018,266,2
642.1,2018,273,1
642.1,2018,287,3
642.1,2018,294,1
642.1,2018,308,2
643.1,2017,0,1
643.1,2017,7,2
643.1,2017,28,1
643.1,2017,42,1
643.1,2017,49,1
643.1,2017,56,1
643.1,2017,63,1
643.1,2017,70,3
643.1,2017,77,5
643.1,2017,84,4
643.1,2017,91,33
643.1,2017,98,32
643.1,2017,105,28
643.1,2017,112,25
643.1,2017,119,5
643.1,2017,126,19
643.1,2017,133,8
643.1,2017,140,3
643.1,2017,147,17
643.1,2017,154,7
643.1,2017,161,3
643.1,2017,168,6
643.1,2017,175,12
643.1,2017,182,15
643.1,2017,189,5
643.1,2017,196,4
643.1,2017,203,4
643.1,2017,210,14
643.1,2017,217,11
643.1,2017,224,4
643.1,2017,231,18
643.1,2017,238,13
643.1,2017,245,14
643.1,2017,252,13
643.1,2017,259,17
643.1,2017,266,12
643.1,2017,273,17
643.1,2017,280,9
643.1,2017,287,10
643.1,2017,294,9
643.1,2017,301,3
643.1,2017,308,5
643.1,2017,315,4
643.1,2017,322,2
643.1,2017,336,2
643.1,2018,7,1
643.1,2018,21,2
643.1,2018,42,1
643.1,2018,56,5
643.1,2018,63,1
643.1,2018,70,7
643.1,2018,77,9
643.1,2018,84,4
643.1,2018,91,16
643.1,2018,98,31
643.1,2018,105,25
643.1,2018,112,30
643.1,2018,119,17
643.1,2018,126,16
643.1,2018,133,20
643.1,2018,140,19
643.1,2018,147,37
643.1,2018,154,51
643.1,2018,161,44
643.1,2018,168,55
643.1,2018,175,36
643.1,2018,182,46
643.1,2018,189,47
643.1,2018,196,36
643.1,2018,203,61
643.1,2018,210,25
643.1,2018,217,28
643.1,2018,224,34
643.1,2018,231,43
643.1,2018,238,44
643.1,2018,245,50
643.1,2018,252,113
643.1,2018,259,43
643.1,2018,266,42
643.1,2018,273,48
643.1,2018,280,34
643.1,2018,287,30
643.1,2018,294,36
643.1,2018,301,34
643.1,2018,308,20
643.1,2018,315,9
643.1,2018,322,13
643.1,2018,329,7
643.1,2018,336,9
643.1,2018,343,5
643.1,2018,350,1
643.1,2018,357,4
644.1,2017,0,1
644.1,2017,49,3
644.1,2017,56,1
644.1,2017,91,1
644.1,2017,98,3
644.1,2017,105,3
644.1,2017,112,8
644.1,2017,119,10
644.1,2017,126,10
644.1,2017,133,18
644.1,2017,140,19
644.1,2017,147,14
644.1,2017,154,12
644.1,2017,161,18
644.1,2017,168,13
644.1,2017,175,15
644.1,2017,182,14
644.1,2017,189,13
644.1,2017,196,9
644.1,2017,203,10
644.1,2017,210,20
644.1,2017,217,9
644.1,2017,224,18
644.1,2017,231,25
644.1,2017,238,14
644.1,2017,245,7
644.1,2017,252,11
644.1,2017,259,34
644.1,2017,266,34
644.1,2017,273,8
644.1,2017,280,6
644.1,2017,287,6
644.1,2017,294,6
644.1,2017,301,2
644.1,2017,308,4
644.1,2017,315,3
644.1,2017,322,1
644.1,2017,329,2
644.1,2017,336,2
644.1,2017,350,1
644.1,2018,14,1
644.1,2018,21,1
644.1,2018,28,4
644.1,2018,35,2
644.1,2018,42,2
644.1,2018,49,4
644.1,2018,56,1
644.1,2018,63,3
644.1,2018,70,6
644.1,2018,77,1
644.1,2018,84,1
644.1,2018,91,4
644.1,2018,98,10
644.1,2018,105,2
644.1,2018,112,15
644.1,2018,119,19
644.1,2018,126,15
644.1,2018,133,28
644.1,2018,140,24
644.1,2018,147,30
644.1,2018,154,23
644.1,2018,161,20
644.1,2018,168,38
644.1,2018,175,24
644.1,2018,182,35
644.1,2018,189,25
644.1,2018,196,27
644.1,2018,203,36
644.1,2018,210,22
644.1,2018,217,34
644.1,2018,224,34
644.1,2018,231,19
644.1,2018,238,25
644.1,2018,245,27
644.1,2018,252,36
644.1,2018,259,16
644.1,2018,266,32
644.1,2018,273,30
644.1,2018,280,24
644.1,2018,287,15
644.1,2018,294,8
644.1,2018,301,5
644.1,2018,308,8
644.1,2018,315,2
644.1,2018,322,5
644.1,2018,329,3
644.1,2018,343,2
644.1,2018,350,2
645.1,2017,21,3
645.1,2017,35,3
645.1,2017,42,2
645.1,2017,49,6
645.1,2017,63,2
645.1,2017,70,4
645.1,2017,77,7
645.1,2017,84,9
645.1,2017,91,12
645.1,2017,98,15
645.1,2017,105,12
645.1,2017,112,7
645.1,2017,119,6
645.1,2017,126,6
645.1,2017,133,4
645.1,2017,140,11
645.1,2017,147,13
645.1,2017,154,8
645.1,2017,161,5
645.1,2017,168,10
645.1,2017,175,10
645.1,2017,182,16
645.1,2017,189,14
645.1,2017,196,13
645.1,2017,203,19
645.1,2017,210,19
645.1,2017,217,23
645.1,2017,224,24
645.1,2017,231,51
645.1,2017,238,25
645.1,2017,245,32
645.1,2017,252,34
645.1,2017,259,22
645.1,2017,266,17
645.1,2017,273,19
645.1,2017,280,15
645.1,2017,287,13
645.1,2017,294,10
645.1,2017,301,6
645.1,2017,308,12
645.1,2017,315,3
645.1,2017,322,7
645.1,2017,329,7
645.1,2017,336,3
645.1,2017,343,4
645.1,2018,14,1
645.1,2018,21,1
645.1,2018,28,1
645.1,2018,35,1
645.1,2018,49,4
645.1,2018,56,1
645.1,2018,63,4
645.1,2018,70,8
645.1,2018,77,2
645.1,2018,84,3
645.1,2018,91,6
645.1,2018,98,8
645.1,2018,105,10
645.1,2018,112,75
645.1,2018,119,106
645.1,2018,126,34
645.1,2018,133,18
645.1,2018,140,35
645.1,2018,147,31
645.1,2018,154,52
645.1,2018,161,57
645.1,2018,168,61
645.1,2018,175,56
645.1,2018,182,48
645.1,2018,189,62
645.1,2018,196,50
645.1,2018,203,53
645.1,2018,210,53
645.1,2018,217,47
645.1,2018,224,68
645.1,2018,231,75
645.1,2018,238,60
645.1,2018,245,64
645.1,2018,252,76
645.1,2018,259,78
645.1,2018,266,76
645.1,2018,273,67
645.1,2018,280,45
645.1,2018,287,36
645.1,2018,294,38
645.1,2018,301,49
645.1,2018,308,28
645.1,2018,315,16
645.1,2018,322,14
645.1,2018,329,10
645.1,2018,336,4
645.1,2018,343,3
645.1,2018,350,7
645.1,2018,357,8
645.1,2018,364,1
646.1,2017,0,1
646.1,2017,14,1
646.1,2017,21,1
646.1,2017,28,2
646.1,2017,35,1
646.1,2017,49,3
646.1,2017,56,1
646.1,2017,63,4
646.1,2017,70,2
646.1,2017,77,4
646.1,2017,84,14
646.1,2017,91,9
646.1,2017,98,29
646.1,2017,105,17
646.1,2017,112,13
646.1,2017,119,17
646.1,2017,126,17
646.1,2017,133,26
646.1,2017,140,26
646.1,2017,147,39
646.1,2017,154,23
646.1,2017,161,43
646.1,2017,168,54
646.1,2017,175,49
646.1,2017,182,59
646.1,2017,189,57
646.1,2017,196,104
646.1,2017,203,82
646.1,2017,210,74
646.1,2017,217,49
646.1,2017,224,64
646.1,2017,231,77
646.1,2017,238,57
646.1,2017,245,68
646.1,2017,252,94
646.1,2017,259,109
646.1,2017,266,47
646.1,2017,273,54
646.1,2017,280,45
646.1,2017,287,37
646.1,2017,294,27
646.1,2017,301,18
646.1,2017,308,20
646.1,2017,315,5
646.1,2017,322,13
646.1,2017,329,12
646.1,2017,336,6
646.1,2017,343,3
646.1,2017,350,1
646.1,2018,7,1
646.1,2018,21,2
646.1,2018,28,4
646.1,2018,35,2
646.1,2018,42,5
646.1,2018,49,6
646.1,2018,56,10
646.1,2018,63,4
646.1,2018,70,7
646.1,2018,77,14
646.1,2018,84,12
646.1,2018,91,17
646.1,2018,98,23
646.1,2018,105,31
646.1,2018,112,61
646.1,2018,119,103
646.1,2018,126,88
646.1,2018,133,170
646.1,2018,140,109
646.1,2018,147,107
646.1,2018,154,95
646.1,2018,161,116
646.1,2018,168,129
646.1,2018,175,169
646.1,2018,182,154
646.1,2018,189,167
646.1,2018,196,137
646.1,2018,203,144
646.1,2018,210,125
646.1,2018,217,145
646.1,2018,224,147
646.1,2018,231,168
646.1,2018,238,156
646.1,2018,245,146
646.1,2018,252,169
646.1,2018,259,153
646.1,2018,266,104
646.1,2018,273,138
646.1,2018,280,70
646.1,2018,287,43
646.1,2018,294,64
646.1,2018,301,54
646.1,2018,308,35
646.1,2018,315,13
646.1,2018,322,34
646.1,2018,329,13
646.1,2018,336,18
646.1,2018,343,8
646.1,2018,350,6
646.1,2018,357,6
646.1,2018,364,1
647.1,2017,0,1
647.1,2017,7,1
647.1,2017,21,6
647.1,2017,35,4
647.1,2017,42,2
647.1,2017,49,8
647.1,2017,56,3
647.1,2017,63,2
647.1,2017,77,6
647.1,2017,84,21
647.1,2017,91,24
647.1,2017,98,22
647.1,2017,105,36
647.1,2017,112,25
647.1,2017,119,18
647.1,2017,126,25
647.1,2017,133,30
647.1,2017,140,34
647.1,2017,147,46
647.1,2017,154,40
647.1,2017,161,44
647.1,2017,168,46
647.1,2017,175,46
647.1,2017,182,56
647.1,2017,189,68
647.1,2017,196,42
647.1,2017,203,57
647.1,2017,210,63
647.1,2017,217,67
647.1,2017,224,50
647.1,2017,231,61
647.1,2017,238,64
647.1,2017,245,56
647.1,2017,252,67
647.1,2017,259,75
647.1,2017,266,54
647.1,2017,273,51
647.1,2017,280,48
647.1,2017,287,24
647.1,2017,294,28
647.1,2017,301,19
647.1,2017,308,16
647.1,2017,315,6
647.1,2017,322,2
647.1,2017,329,4
647.1,2017,336,2
647.1,2017,343,2
647.1,2017,350,3
647.1,2017,357,2
647.1,2017,364,2
647.1,2018,0,2
647.1,2018,7,1
647.1,2018,21,1
647.1,2018,28,1
647.1,2018,42,4
647.1,2018,49,9
647.1,2018,56,1
647.1,2018,63,7
647.1,2018,70,4
647.1,2018,77,4
647.1,2018,84,11
647.1,2018,91,9
647.1,2018,98,52
647.1,2018,105,28
647.1,2018,112,58
647.1,2018,119,50
647.1,2018,126,75
647.1,2018,133,87
647.1,2018,140,78
647.1,2018,147,110
647.1,2018,154,91
647.1,2018,161,96
647.1,2018,168,101
647.1,2018,175,114
647.1,2018,182,122
647.1,2018,189,141
647.1,2018,196,119
647.1,2018,203,143
647.1,2018,210,125
647.1,2018,217,106
647.1,2018,224,117
647.1,2018,231,127
647.1,2018,238,152
647.1,2018,245,163
647.1,2018,252,163
647.1,2018,259,192
647.1,2018,266,347
647.1,2018,273,224
647.1,2018,280,109
647.1,2018,287,64
647.1,2018,294,56
647.1,2018,301,40
647.1,2018,308,49
647.1,2018,315,12
647.1,2018,322,12
647.1,2018,329,12
647.1,2018,336,7
647.1,2018,343,2
647.1,2018,350,3
647.1,2018,357,5
647.1,2018,364,2
648.1,2017,0,1
648.1,2017,7,1
648.1,2017,14,1
648.1,2017,35,1
648.1,2017,42,3
648.1,2017,49,9
648.1,2017,56,2
648.1,2017,63,2
648.1,2017,70,2
648.1,2017,77,5
648.1,2017,84,13
648.1,2017,91,4
648.1,2017,98,16
648.1,2017,105,29
648.1,2017,112,29
648.1,2017,119,23
648.1,2017,126,14
648.1,2017,133,39
648.1,2017,140,42
648.1,2017,147,52
648.1,2017,154,49
648.1,2017,161,57
648.1,2017,168,55
648.1,2017,175,48
648.1,2017,182,68
648.1,2017,189,62
648.1,2017,196,58
648.1,2017,203,62
648.1,2017,210,65
648.1,2017,217,57
648.1,2017,224,55
648.1,2017,231,65
648.1,2017,238,68
648.1,2017,245,89
648.1,2017,252,90
648.1,2017,259,89
648.1,2017,266,64
648.1,2017,273,86
648.1,2017,280,79
648.1,2017,287,62
648.1,2017,294,45
648.1,2017,301,22
648.1,2017,308,43
648.1,2017,315,10
648.1,2017,322,8
648.1,2017,329,12
648.1,2017,336,6
648.1,2017,350,4
648.1,2017,357,2
648.1,2018,0,4
648.1,2018,7,4
648.1,2018,14,2
648.1,2018,21,6
648.1,2018,28,6
648.1,2018,35,6
648.1,2018,42,7
648.1,2018,49,21
648.1,2018,56,8
648.1,2018,63,7
648.1,2018,70,3
648.1,2018,77,13
648.1,2018,84,9
648.1,2018,91,19
648.1,2018,98,37
648.1,2018,105,16
648.1,2018,112,113
648.1,2018,119,106
648.1,2018,126,87
648.1,2018,133,60
648.1,2018,140,96
648.1,2018,147,117
648.1,2018,154,119
648.1,2018,161,102
648.1,2018,168,118
648.1,2018,175,156
648.1,2018,182,182
648.1,2018,189,140
648.1,2018,196,149
648.1,2018,203,134
648.1,2018,210,134
648.1,2018,217,144
648.1,2018,224,181
648.1,2018,231,141
648.1,2018,238,194
648.1,2018,245,175
648.1,2018,252,299
648.1,2018,259,187
648.1,2018,266,111
648.1,2018,273,144
648.1,2018,280,85
648.1,2018,287,63
648.1,2018,294,29
648.1,2018,301,42
648.1,2018,308,28
648.1,2018,315,7
648.1,2018,322,10
648.1,2018,329,11
648.1,2018,336,13
648.1,2018,343,9
648.1,2018,350,5
648.1,2018,357,6
648.1,2018,364,2
649.1,2017,0,4
649.1,2017,7,10
649.1,2017,14,8
649.1,2017,21,2
649.1,2017,28,2
649.1,2017,35,4
649.1,2017,42,3
649.1,2017,49,37
649.1,2017,56,23
649.1,2017,63,20
649.1,2017,70,6
649.1,2017,77,13
649.1,2017,84,25
649.1,2017,91,38
649.1,2017,98,63
649.1,2017,105,69
649.1,2017,112,67
649.1,2017,119,88
649.1,2017,126,38
649.1,2017,133,115
649.1,2017,140,60
649.1,2017,147,76
649.1,2017,154,68
649.1,2017,161,81
649.1,2017,168,86
649.1,2017,175,130
649.1,2017,182,110
649.1,2017,189,121
649.1,2017,196,133
649.1,2017,203,130
649.1,2017,210,145
649.1,2017,217,126
649.1,2017,224,133
649.1,2017,231,156
649.1,2017,238,135
649.1,2017,245,132
649.1,2017,252,151
649.1,2017,259,157
649.1,2017,266,137
649.1,2017,273,114
649.1,2017,280,101
649.1,2017,287,85
649.1,2017,294,99
649.1,2017,301,75
649.1,2017,308,47
649.1,2017,315,28
649.1,2017,322,17
649.1,2017,329,24
649.1,2017,336,16
649.1,2017,343,6
649.1,2017,350,12
649.1,2017,357,8
649.1,2017,364,3
649.1,2018,0,6
649.1,2018,7,6
649.1,2018,14,10
649.1,2018,21,15
649.1,2018,28,10
649.1,2018,35,7
649.1,2018,42,18
649.1,2018,49,27
649.1,2018,56,23
649.1,2018,63,18
649.1,2018,70,12
649.1,2018,77,31
649.1,2018,84,67
649.1,2018,91,52
649.1,2018,98,86
649.1,2018,105,62
649.1,2018,112,181
649.1,2018,119,185
649.1,2018,126,166
649.1,2018,133,137
649.1,2018,140,194
649.1,2018,147,204
649.1,2018,154,222
649.1,2018,161,235
649.1,2018,168,223
649.1,2018,175,290
649.1,2018,182,286
649.1,2018,189,275
649.1,2018,196,277
649.1,2018,203,300
649.1,2018,210,321
649.1,2018,217,271
649.1,2018,224,302
649.1,2018,231,290
649.1,2018,238,296
649.1,2018,245,320
649.1,2018,252,303
649.1,2018,259,458
649.1,2018,266,279
649.1,2018,273,335
649.1,2018,280,255
649.1,2018,287,148
649.1,2018,294,102
649.1,2018,301,138
649.1,2018,308,74
649.1,2018,315,45
649.1,2018,322,46
649.1,2018,329,44
649.1,2018,336,31
649.1,2018,343,17
649.1,2018,350,24
649.1,2018,357,34
649.1,2018,364,6
669.1,2017,0,4
669.1,2017,7,6
669.1,2017,14,2
669.1,2017,21,1
669.1,2017,28,6
669.1,2017,35,8
669.1,2017,42,9
669.1,2017,49,12
669.1,2017,56,14
669.1,2017,63,16
669.1,2017,70,13
669.1,2017,77,24
669.1,2017,84,29
669.1,2017,91,26
669.1,2017,98,61
669.1,2017,105,83
669.1,2017,112,38
669.1,2017,119,27
669.1,2017,126,38
669.1,2017,133,24
669.1,2017,140,33
669.1,2017,147,32
669.1,2017,154,29
669.1,2017,161,27
669.1,2017,168,22
669.1,2017,175,32
669.1,2017,182,16
669.1,2017,189,23
669.1,2017,196,27
669.1,2017,203,35
669.1,2017,210,25
669.1,2017,217,25
669.1,2017,224,30
669.1,2017,231,18
669.1,2017,238,29
669.1,2017,245,30
669.1,2017,252,29
669.1,2017,259,23
669.1,2017,266,34
669.1,2017,273,43
669.1,2017,280,60
669.1,2017,287,25
669.1,2017,294,20
669.1,2017,301,22
669.1,2017,308,22
669.1,2017,315,24
669.1,2017,322,18
669.1,2017,329,27
669.1,2017,336,12
669.1,2017,343,7
669.1,2017,350,7
669.1,2017,357,1
669.1,2018,0,6
669.1,2018,7,4
669.1,2018,14,5
669.1,2018,21,5
669.1,2018,28,5
669.1,2018,35,1
669.1,2018,42,5
669.1,2018,49,4
669.1,2018,56,18
669.1,2018,63,20
669.1,2018,70,20
669.1,2018,77,35
669.1,2018,84,30
669.1,2018,91,35
669.1,2018,98,42
669.1,2018,105,29
669.1,2018,112,96
669.1,2018,119,65
669.1,2018,126,39
669.1,2018,133,45
669.1,2018,140,37
669.1,2018,147,24
669.1,2018,154,39
669.1,2018,161,37
669.1,2018,168,40
669.1,2018,175,33
669.1,2018,182,31
669.1,2018,189,30
669.1,2018,196,36
669.1,2018,203,26
669.1,2018,210,11
669.1,2018,217,8
669.1,2018,224,20
669.1,2018,231,35
669.1,2018,238,25
669.1,2018,245,32
669.1,2018,252,39
669.1,2018,259,26
669.1,2018,266,48
669.1,2018,273,40
669.1,2018,280,32
669.1,2018,287,40
669.1,2018,294,37
669.1,2018,301,30
669.1,2018,308,24
669.1,2018,315,25
669.1,2018,322,13
669.1,2018,329,21
669.1,2018,336,8
669.1,2018,343,7
669.1,2018,350,7
669.1,2018,357,4
669.1,2018,364,2
670.1,2017,0,5
670.1,2017,7,1
670.1,2017,14,4
670.1,2017,21,6
670.1,2017,28,7
670.1,2017,35,5
670.1,2017,42,11
670.1,2017,49,17
670.1,2017,56,16
670.1,2017,63,26
670.1,2017,70,31
670.1,2017,77,52
670.1,2017,84,51
670.1,2017,91,68
670.1,2017,98,89
670.1,2017,105,178
670.1,2017,112,49
670.1,2017,119,49
670.1,2017,126,78
670.1,2017,133,92
670.1,2017,140,56
670.1,2017,147,70
670.1,2017,154,62
670.1,2017,161,61
670.1,2017,168,54
670.1,2017,175,71
670.1,2017,182,67
670.1,2017,189,53
670.1,2017,196,46
670.1,2017,203,50
670.1,2017,210,56
670.1,2017,217,55
670.1,2017,224,47
670.1,2017,231,55
670.1,2017,238,63
670.1,2017,245,75
670.1,2017,252,79
670.1,2017,259,51
670.1,2017,266,83
670.1,2017,273,91
670.1,2017,280,82
670.1,2017,287,72
670.1,2017,294,57
670.1,2017,301,39
670.1,2017,308,56
670.1,2017,315,36
670.1,2017,322,46
670.1,2017,329,38
670.1,2017,336,26
670.1,2017,343,8
670.1,2017,350,11
670.1,2017,357,8
670.1,2017,364,3
670.1,2018,7,9
670.1,2018,14,10
670.1,2018,21,8
670.1,2018,28,9
670.1,2018,35,9
670.1,2018,42,15
670.1,2018,49,7
670.1,2018,56,25
670.1,2018,63,38
670.1,2018,70,43
670.1,2018,77,66
670.1,2018,84,85
670.1,2018,91,58
670.1,2018,98,74
670.1,2018,105,65
670.1,2018,112,165
670.1,2018,119,159
670.1,2018,126,113
670.1,2018,133,99
670.1,2018,140,111
670.1,2018,147,103
670.1,2018,154,110
670.1,2018,161,114
670.1,2018,168,113
670.1,2018,175,101
670.1,2018,182,98
670.1,2018,189,116
670.1,2018,196,95
670.1,2018,203,80
670.1,2018,210,71
670.1,2018,217,79
670.1,2018,224,80
670.1,2018,231,108
670.1,2018,238,105
670.1,2018,245,79
670.1,2018,252,119
670.1,2018,259,103
670.1,2018,266,144
670.1,2018,273,130
670.1,2018,280,102
670.1,2018,287,99
670.1,2018,294,95
670.1,2018,301,93
670.1,2018,308,70
670.1,2018,315,58
670.1,2018,322,44
670.1,2018,329,51
670.1,2018,336,6
670.1,2018,343,19
670.1,2018,350,14
670.1,2018,357,10
670.1,2018,364,2
671.1,2017,21,1
671.1,2017,42,1
671.1,2017,49,8
671.1,2017,56,2
671.1,2017,63,3
671.1,2017,77,5
671.1,2017,84,4
671.1,2017,91,6
671.1,2017,98,8
671.1,2017,105,6
671.1,2017,112,5
671.1,2017,119,4
671.1,2017,126,6
671.1,2017,133,6
671.1,2017,140,4
671.1,2017,147,5
671.1,2017,154,15
671.1,2017,161,9
671.1,2017,168,13
671.1,2017,175,9
671.1,2017,182,11
671.1,2017,189,13
671.1,2017,196,52
671.1,2017,203,12
671.1,2017,210,16
671.1,2017,217,19
671.1,2017,224,11
671.1,2017,231,14
671.1,2017,238,18
671.1,2017,245,32
671.1,2017,252,27
671.1,2017,259,23
671.1,2017,266,16
671.1,2017,273,20
671.1,2017,280,22
671.1,2017,287,13
671.1,2017,294,12
671.1,2017,301,16
671.1,2017,308,12
671.1,2017,315,9
671.1,2017,322,9
671.1,2017,329,4
671.1,2017,343,3
671.1,2017,350,3
671.1,2017,357,1
671.1,2018,7,1
671.1,2018,21,3
671.1,2018,28,1
671.1,2018,42,2
671.1,2018,49,3
671.1,2018,56,1
671.1,2018,63,3
671.1,2018,70,7
671.1,2018,77,12
671.1,2018,84,8
671.1,2018,91,3
671.1,2018,98,11
671.1,2018,105,11
671.1,2018,112,15
671.1,2018,119,16
671.1,2018,126,18
671.1,2018,133,22
671.1,2018,140,19
671.1,2018,147,21
671.1,2018,154,31
671.1,2018,161,37
671.1,2018,168,22
671.1,2018,175,39
671.1,2018,182,26
671.1,2018,189,24
671.1,2018,196,23
671.1,2018,203,28
671.1,2018,210,31
671.1,2018,217,20
671.1,2018,224,21
671.1,2018,231,28
671.1,2018,238,23
671.1,2018,245,31
671.1,2018,252,26
671.1,2018,259,28
671.1,2018,266,31
671.1,2018,273,28
671.1,2018,280,25
671.1,2018,287,10
671.1,2018,294,15
671.1,2018,301,17
671.1,2018,308,10
671.1,2018,315,3
671.1,2018,322,14
671.1,2018,329,3
671.1,2018,336,3
671.1,2018,343,5
671.1,2018,350,3
671.1,2018,357,1
672.1,2017,7,1
672.1,2017,35,1
672.1,2017,49,1
672.1,2017,56,2
672.1,2017,63,2
672.1,2017,77,1
672.1,2017,84,5
672.1,2017,91,5
672.1,2017,98,5
672.1,2017,105,4
672.1,2017,112,1
672.1,2017,119,5
672.1,2017,126,3
672.1,2017,140,2
672.1,2017,147,10
672.1,2017,154,5
672.1,2017,161,2
672.1,2017,168,6
672.1,2017,175,3
672.1,2017,182,8
672.1,2017,189,9
672.1,2017,196,5
672.1,2017,203,7
672.1,2017,210,9
672.1,2017,217,3
672.1,2017,224,8
672.1,2017,231,16
672.1,2017,238,14
672.1,2017,245,57
672.1,2017,252,16
672.1,2017,259,13
672.1,2017,266,12
672.1,2017,273,10
672.1,2017,280,13
672.1,2017,287,3
672.1,2017,294,2
672.1,2017,301,4
672.1,2017,308,4
672.1,2017,315,5
672.1,2017,322,1
672.1,2017,329,5
672.1,2017,336,5
672.1,2017,343,1
672.1,2018,0,1
672.1,2018,7,1
672.1,2018,21,1
672.1,2018,42,2
672.1,2018,49,3
672.1,2018,56,9
672.1,2018,63,4
672.1,2018,70,2
672.1,2018,77,4
672.1,2018,84,11
672.1,2018,91,3
672.1,2018,98,6
