ID,SurveyFK,Group,Length,Quantity,PhotoURL,Notes,Hairy,Rolled,Tented,Sawfly,BeetleLarva
13726,11226,ant,6,1,,,0,0,0,0,0
13727,11226,other,2,1,,"Springtail ",0,0,0,0,0
13728,11227,fly,7,1,,,0,0,0,0,0
13729,11227,spider,5,1,,,0,0,0,0,0
13730,11227,spider,8,1,,,0,0,0,0,0
13731,11228,spider,7,1,,,0,0,0,0,0
13732,11229,ant,6,1,,,0,0,0,0,0
13733,11229,fly,6,1,,,0,0,0,0,0
13734,11229,spider,4,1,,,0,0,0,0,0
13735,11229,other,5,1,,cockroach,0,0,0,0,0
13736,11230,leafhopper,5,1,,,0,0,0,0,0
13737,11230,moths,6,1,,,0,0,0,0,0
13738,11231,ant,2,6,,,0,0,0,0,0
13739,11231,spider,3,1,,,0,0,0,0,0
13740,11232,beetle,2,1,,,0,0,0,0,0
13741,11232,leafhopper,4,1,,,0,0,0,0,0
13742,11232,spider,3,1,,,0,0,0,0,0
13743,11233,caterpillar,3,1,,,1,0,0,0,0
13744,11234,bee,5,1,,,0,0,0,0,0
13745,11234,bee,7,1,,,0,0,0,0,0
13746,11234,ant,3,2,,,0,0,0,0,0
13747,11234,spider,3,1,,,0,0,0,0,0
13748,11235,spider,3,1,,,0,0,0,0,0
13749,11236,spider,6,1,,,0,0,0,0,0
13750,11236,bee,4,1,,,0,0,0,0,0
13751,11237,ant,4,2,,,0,0,0,0,0
13752,11237,bee,3,1,,,0,0,0,0,0
13753,11238,ant,3,1,,,0,0,0,0,0
13754,11238,truebugs,4,9,,,0,0,0,0,0
13755,11240,beetle,3,1,,,0,0,0,0,0
13756,11240,truebugs,4,5,,,0,0,0,0,0
13757,11241,beetle,6,3,,,0,0,0,0,0
13758,11241,beetle,4,2,,,0,0,0,0,0
13759,11241,daddylonglegs,4,1,,,0,0,0,0,0
13760,11242,ant,4,3,,,0,0,0,0,0
13761,11242,fly,10,2,,,0,0,0,0,0
13782,11243,bee,15,1,,,0,0,0,0,0
13763,11244,spider,3,1,,,0,0,0,0,0
13764,11245,truebugs,15,1,,,0,0,0,0,0
13765,11246,ant,10,4,,,0,0,0,0,0
13766,11246,ant,5,6,,,0,0,0,0,0
13769,11247,spider,7,1,,,0,0,0,0,0
13770,11247,spider,4,2,,,0,0,0,0,0
13771,11247,moths,5,1,13771.jpeg,,0,0,0,0,0
13772,11248,fly,7,3,,,0,0,0,0,0
13773,11249,beetle,7,2,,,0,0,0,0,0
13774,11249,ant,5,3,,,0,0,0,0,0
13780,11250,spider,5,1,,,0,0,0,0,0
13779,11250,ant,5,2,,,0,0,0,0,0
13777,11251,spider,5,1,,,0,0,0,0,0
13781,11252,moths,5,1,,"Small white moth",0,0,0,0,0
13783,11254,spider,4,2,,,0,0,0,0,0
13784,11255,beetle,6,3,,,0,0,0,0,0
13785,11256,ant,4,2,,,0,0,0,0,0
13786,11257,fly,6,3,,,0,0,0,0,0
13787,11257,aphid,3,2,,,0,0,0,0,0
13788,11259,beetle,8,3,,,0,0,0,0,0
13789,11259,caterpillar,15,1,,,1,0,0,0,0
13790,11260,daddylonglegs,5,2,,,0,0,0,0,0
13791,11260,spider,4,2,,,0,0,0,0,0
13792,11261,bee,5,1,,,0,0,0,0,0
13793,11261,ant,3,3,,,0,0,0,0,0
13794,11262,fly,6,2,,,0,0,0,0,0
13795,11262,fly,15,2,,,0,0,0,0,0
13796,11263,spider,5,2,,,0,0,0,0,0
13797,11264,beetle,4,2,,,0,0,0,0,0
13798,11265,fly,5,3,,,0,0,0,0,0
13799,11266,daddylonglegs,3,1,,,0,0,0,0,0
13800,11268,moths,5,1,,,0,0,0,0,0
13801,11269,beetle,5,3,,,0,0,0,0,0
13802,11269,spider,4,2,,,0,0,0,0,0
13803,11270,ant,4,3,,,0,0,0,0,0
13804,11270,fly,5,2,,,0,0,0,0,0
13810,11271,fly,5,2,,,0,0,0,0,0
13809,11271,beetle,5,2,,,0,0,0,0,0
13807,11272,spider,5,1,,,0,0,0,0,0
13808,11272,truebugs,5,2,,,0,0,0,0,0
13811,11274,ant,3,2,,,0,0,0,0,0
13812,11274,beetle,5,3,,,0,0,0,0,0
13813,11275,beetle,5,2,,,0,0,0,0,0
13814,11275,fly,3,2,,,0,0,0,0,0
13815,11276,ant,5,3,,,0,0,0,0,0
13816,11277,spider,5,2,,,0,0,0,0,0
13817,11278,caterpillar,13,1,,,1,0,0,0,0
13852,11310,spider,2,1,,,0,0,0,0,0
13819,11281,ant,5,3,,,0,0,0,0,0
13820,11282,beetle,5,3,,,0,0,0,0,0
13822,11284,beetle,5,2,,,0,0,0,0,0
13823,11285,ant,5,3,,,0,0,0,0,0
13824,11286,bee,20,1,,,0,0,0,0,0
13825,11286,spider,5,1,,,0,0,0,0,0
13826,11287,fly,6,2,,,0,0,0,0,0
13827,11289,fly,7,2,,,0,0,0,0,0
13828,11290,ant,6,1,,,0,0,0,0,0
13829,11290,ant,10,2,,,0,0,0,0,0
13830,11291,beetle,10,2,,,0,0,0,0,0
13831,11291,truebugs,15,1,,,0,0,0,0,0
13832,11292,ant,10,3,,,0,0,0,0,0
13833,11295,beetle,3,2,,,0,0,0,0,0
13834,11297,caterpillar,25,1,,,1,0,0,0,0
13835,11298,beetle,5,3,,,0,0,0,0,0
13836,11299,ant,5,3,,,0,0,0,0,0
13837,11300,bee,15,1,,,0,0,0,0,0
13838,11301,spider,5,1,,,0,0,0,0,0
13839,11302,fly,10,2,,,0,0,0,0,0
13840,11302,spider,5,3,,,0,0,0,0,0
13841,11303,fly,10,1,,,0,0,0,0,0
13842,11304,fly,10,2,,,0,0,0,0,0
13843,11304,ant,5,2,,,0,0,0,0,0
13844,11305,ant,6,2,,,0,0,0,0,0
13845,11305,beetle,10,3,,,0,0,0,0,0
13846,11306,beetle,10,2,,,0,0,0,0,0
13847,11306,spider,5,1,,,0,0,0,0,0
13848,11307,daddylonglegs,4,1,,,0,0,0,0,0
13849,11307,fly,10,1,,,0,0,0,0,0
13851,11309,ant,6,3,,,0,0,0,0,0
13853,11311,spider,4,1,,,0,0,0,0,0
13854,11312,spider,3,1,,,0,0,0,0,0
13855,11312,ant,3,1,,,0,0,0,0,0
13856,11312,fly,2,1,,,0,0,0,0,0
13857,11313,unidentified,20,1,13857.jpeg,"Unknown ",0,0,0,0,0
13858,11316,fly,8,1,,,0,0,0,0,0
13859,11318,spider,2,1,,,0,0,0,0,0
13860,11320,spider,10,1,,,0,0,0,0,0
13861,11323,spider,8,1,,,0,0,0,0,0
13862,11324,caterpillar,3,3,13862.jpeg,,1,0,0,0,0
13863,11325,spider,2,1,,,0,0,0,0,0
13864,11325,fly,3,1,,,0,0,0,0,0
13865,11325,spider,3,1,,,0,0,0,0,0
13866,11325,other,5,1,,Collembola,0,0,0,0,0
13867,11326,beetle,2,1,,,0,0,0,0,0
13868,11327,spider,2,1,,,0,0,0,0,0
13869,11327,bee,3,1,,,0,0,0,0,0
13870,11327,ant,2,1,,,0,0,0,0,0
13871,11329,fly,3,3,,,0,0,0,0,0
13872,11329,spider,2,3,,,0,0,0,0,0
13873,11329,caterpillar,11,1,,,0,0,0,0,0
13874,11330,ant,2,1,,,0,0,0,0,0
13875,11331,spider,4,1,,,0,0,0,0,0
13876,11331,truebugs,2,1,,,0,0,0,0,0
13877,11331,beetle,2,1,,,0,0,0,0,0
13878,11331,leafhopper,2,1,,,0,0,0,0,0
13879,11331,aphid,2,1,,,0,0,0,0,0
13880,11332,ant,5,1,,,0,0,0,0,0
13881,11332,ant,2,4,,,0,0,0,0,0
13882,11332,grasshopper,2,1,,,0,0,0,0,0
13883,11334,spider,4,1,,,0,0,0,0,0
13884,11334,ant,2,1,,,0,0,0,0,0
13885,11334,beetle,2,1,,,0,0,0,0,0
13886,11335,grasshopper,10,1,,,0,0,0,0,0
13887,11336,spider,3,1,,,0,0,0,0,0
13888,11337,spider,2,1,,,0,0,0,0,0
13889,11338,caterpillar,11,2,,"Bag worm casing ",0,0,0,0,0
13890,11340,ant,2,1,,,0,0,0,0,0
13891,11340,beetle,2,1,,,0,0,0,0,0
13892,11341,ant,2,5,,,0,0,0,0,0
13893,11341,grasshopper,2,1,,,0,0,0,0,0
13894,11341,other,2,1,,"Lacewing larvea",0,0,0,0,0
13895,11342,fly,3,1,,,0,0,0,0,0
13896,11342,spider,2,1,,,0,0,0,0,0
13897,11342,spider,3,1,,,0,0,0,0,0
13898,11342,ant,2,1,,,0,0,0,0,0
13899,11343,spider,3,1,,,0,0,0,0,0
13900,11346,beetle,1,1,,"Flea bettle black",0,0,0,0,0
13901,11347,spider,3,2,,,0,0,0,0,0
13902,11347,ant,2,3,,,0,0,0,0,0
13903,11347,spider,2,1,,,0,0,0,0,0
13904,11347,other,4,1,,Mosquito,0,0,0,0,0
13905,11349,ant,5,1,,,0,0,0,0,0
13906,11349,spider,3,1,,,0,0,0,0,0
13907,11349,spider,2,1,,,0,0,0,0,0
13908,11349,ant,3,1,,,0,0,0,0,0
13909,11352,ant,3,3,,,0,0,0,0,0
13910,11353,spider,2,1,,,0,0,0,0,0
13911,11353,spider,3,2,,,0,0,0,0,0
13912,11353,ant,3,3,,,0,0,0,0,0
13913,11353,beetle,6,1,,,0,0,0,0,0
13914,11354,caterpillar,3,2,,,0,1,0,0,0
13915,11356,ant,3,3,,,0,0,0,0,0
13916,11356,grasshopper,2,1,,,0,0,0,0,0
13917,11357,spider,2,1,,,0,0,0,0,0
13918,11358,caterpillar,4,1,,,0,1,0,0,0
13919,11358,unidentified,4,1,,"Looks like brown shrimp",0,0,0,0,0
13920,11358,ant,2,2,,,0,0,0,0,0
13921,11360,bee,20,1,,"Bumblebee ",0,0,0,0,0
13922,11360,fly,4,1,,"Yellow ",0,0,0,0,0
13923,11364,leafhopper,4,1,,,0,0,0,0,0
13924,11364,spider,5,2,,,0,0,0,0,0
13925,11365,beetle,3,1,,Brown,0,0,0,0,0
13926,11367,spider,3,1,13926.jpeg,,0,0,0,0,0
13927,11368,fly,3,1,,,0,0,0,0,0
13928,11370,beetle,6,1,13928.jpeg,,0,0,0,0,0
13929,11370,truebugs,7,1,,"Stink bug ",0,0,0,0,0
13930,11371,other,15,1,,"Tree frog",0,0,0,0,0
13931,11377,ant,6,1,,,0,0,0,0,0
13932,11379,ant,6,1,,,0,0,0,0,0
13933,11382,other,5,1,,Misquito,0,0,0,0,0
13934,11383,spider,5,1,,,0,0,0,0,0
13935,11385,moths,5,1,,"Inch worm moth",0,0,0,0,0
13936,11388,leafhopper,3,1,,,0,0,0,0,0
13937,11389,leafhopper,1,1,,,0,0,0,0,0
13938,11393,spider,3,1,,,0,0,0,0,0
13939,11394,moths,10,1,,,0,0,0,0,0
13940,11394,moths,25,1,,,0,0,0,0,0
13941,11394,other,10,2,,slug,0,0,0,0,0
13942,11396,bee,20,1,,,0,0,0,0,0
13943,11396,fly,3,4,,,0,0,0,0,0
13944,11396,spider,15,1,,,0,0,0,0,0
13945,11397,fly,1,5,,,0,0,0,0,0
13946,11397,caterpillar,7,1,,,0,0,0,0,0
13947,11398,fly,3,2,,,0,0,0,0,0
13948,11398,caterpillar,4,1,,,0,0,0,0,0
13949,11398,caterpillar,5,2,,,0,0,0,0,0
13950,11399,caterpillar,10,1,,,0,0,0,0,0
13951,11399,caterpillar,4,2,,,0,0,0,0,0
13952,11399,caterpillar,5,1,,,0,1,0,0,0
13953,11399,fly,4,1,,,0,0,0,0,0
13954,11400,spider,3,1,,,0,0,0,0,0
13955,11400,fly,2,1,,,0,0,0,0,0
13956,11400,caterpillar,10,1,,,0,0,0,0,0
13957,11400,other,3,6,,LEPIDOPTERA?,0,0,0,0,0
13958,11401,fly,2,1,,,0,0,0,0,0
13959,11401,spider,2,1,,,0,0,0,0,0
13960,11407,spider,1,1,,,0,0,0,0,0
13961,11408,ant,2,1,,,0,0,0,0,0
13962,11408,unidentified,1,1,,"Very tiny, clear wings, black body. Believe has six legs",0,0,0,0,0
13963,11409,ant,2,2,,,0,0,0,0,0
13964,11409,spider,1,1,,,0,0,0,0,0
13965,11410,aphid,2,1,13965.jpeg,,0,0,0,0,0
13966,11410,spider,2,1,,,0,0,0,0,0
13967,11411,daddylonglegs,3,1,13967.jpeg,,0,0,0,0,0
13968,11411,truebugs,2,1,,,0,0,0,0,0
13969,11412,spider,4,1,13969.jpeg,,0,0,0,0,0
13970,11412,spider,2,1,,,0,0,0,0,0
13971,11412,ant,2,1,,,0,0,0,0,0
13972,11413,spider,5,1,,"lime green with spots of red on abdomen",0,0,0,0,0
13973,11413,ant,3,1,,black,0,0,0,0,0
13974,11414,spider,2,1,,"vey tiny, dark gray color",0,0,0,0,0
13975,11415,ant,3,1,,black,0,0,0,0,0
13976,11416,spider,2,1,13976.jpeg,"dark gray",0,0,0,0,0
13977,11417,spider,3,1,13977.jpeg,"black tip on abdomen",0,0,0,0,0
13978,11417,spider,6,1,13978.jpeg,"abdomen water drop shape, tan color",0,0,0,0,0
13979,11419,spider,5,2,,"bright green",0,0,0,0,0
13980,11419,spider,2,1,,,0,0,0,0,0
13981,11419,beetle,5,1,,"lady bug",0,0,0,0,0
13982,11419,caterpillar,8,1,,"greenish/brown, inch worm",0,0,0,0,0
13983,11420,unidentified,5,1,13983.jpeg,"round body with pinchers at end",0,0,0,0,0
13984,11420,truebugs,10,1,13984.jpeg,,0,0,0,0,0
13985,11421,spider,5,1,,"bright green",0,0,0,0,0
13986,11423,beetle,3,1,,,0,0,0,0,0
13987,11423,spider,2,1,,,0,0,0,0,0
13988,11425,leafhopper,4,1,13988.jpeg,,0,0,0,0,0
13989,11425,caterpillar,2,1,,,1,0,0,0,0
13990,11425,leafhopper,2,1,,,0,0,0,0,0
13991,11426,ant,3,1,,,0,0,0,0,0
13992,11427,ant,3,1,,,0,0,0,0,0
13993,11427,spider,3,1,,,0,0,0,0,0
13994,11427,fly,3,1,,,0,0,0,0,0
13995,11428,truebugs,3,3,,,0,0,0,0,0
13996,11428,spider,3,1,,,0,0,0,0,0
13997,11428,spider,2,1,,,0,0,0,0,0
13998,11429,truebugs,5,2,,,0,0,0,0,0
13999,11429,spider,3,1,,,0,0,0,0,0
14000,11430,spider,3,1,,,0,0,0,0,0
14001,11431,truebugs,3,2,,,0,0,0,0,0
14002,11431,bee,3,1,,,0,0,0,0,0
14003,11431,caterpillar,2,1,,,1,0,0,0,0
14004,11431,moths,3,1,,Moth,0,0,0,0,0
14005,11431,spider,3,1,,,0,0,0,0,0
14006,11432,truebugs,3,5,,,0,0,0,0,0
14007,11433,beetle,3,1,,,0,0,0,0,0
14008,11434,beetle,4,1,,,0,0,0,0,0
14009,11434,spider,3,1,,,0,0,0,0,0
14010,11434,ant,3,1,,,0,0,0,0,0
14011,11435,caterpillar,10,1,,,0,0,0,0,0
14012,11436,fly,4,1,,,0,0,0,0,0
14013,11436,caterpillar,2,1,,,1,0,0,0,0
14014,11436,spider,3,1,,,0,0,0,0,0
14015,11438,fly,4,1,,,0,0,0,0,0
14016,11439,beetle,4,1,,,0,0,0,0,0
14017,11440,caterpillar,2,1,,,1,0,0,0,0
14018,11440,other,2,2,,"Springtails ",0,0,0,0,0
14019,11440,spider,3,1,,,0,0,0,0,0
14020,11441,leafhopper,4,1,,,0,0,0,0,0
14021,11442,spider,3,3,,,0,0,0,0,0
14022,11443,caterpillar,2,16,14022.jpeg,,1,0,0,0,0
14023,11443,spider,3,1,,,0,0,0,0,0
14024,11443,other,2,3,,"Springtails ",0,0,0,0,0
14025,11444,truebugs,6,1,,,0,0,0,0,0
14026,11445,leafhopper,6,1,,,0,0,0,0,0
14027,11446,caterpillar,8,1,14027.jpeg,,0,0,0,0,0
14028,11446,caterpillar,2,3,,,1,0,0,0,0
14029,11446,spider,4,1,,,0,0,0,0,0
14030,11448,other,4,1,,cockroach,0,0,0,0,0
14031,11450,bee,5,1,,,0,0,0,0,0
14032,11451,spider,3,1,,,0,0,0,0,0
14033,11453,spider,3,2,,,0,0,0,0,0
14034,11453,leafhopper,3,1,,,0,0,0,0,0
14035,11454,ant,3,1,,,0,0,0,0,0
14036,11455,spider,2,1,,,0,0,0,0,0
14037,11455,spider,4,1,,,0,0,0,0,0
14038,11457,spider,5,1,,,0,0,0,0,0
14039,11460,fly,6,1,,,0,0,0,0,0
14040,11461,spider,4,1,,,0,0,0,0,0
14041,11461,leafhopper,4,1,,,0,0,0,0,0
14042,11462,spider,3,1,,,0,0,0,0,0
14043,11462,fly,5,1,,,0,0,0,0,0
14044,11463,caterpillar,2,1,,,1,0,0,0,0
14045,11463,beetle,3,1,,,0,0,0,0,0
14046,11463,moths,5,1,,Moth,0,0,0,0,0
14047,11464,ant,2,1,,,0,0,0,0,0
14048,11464,beetle,4,1,,,0,0,0,0,0
14049,11464,spider,3,1,,,0,0,0,0,0
14050,11465,bee,3,1,,,0,0,0,0,0
14051,11465,spider,5,1,,,0,0,0,0,0
14052,11465,ant,3,1,,,0,0,0,0,0
14053,11466,leafhopper,5,2,,,0,0,0,0,0
14054,11466,fly,5,2,,,0,0,0,0,0
14055,11467,leafhopper,6,1,,,0,0,0,0,0
14056,11467,spider,5,1,,,0,0,0,0,0
14057,11468,truebugs,6,1,,,0,0,0,0,0
14058,11469,fly,3,1,,,0,0,0,0,0
14059,11470,spider,3,2,,,0,0,0,0,0
14060,11470,bee,3,1,,,0,0,0,0,0
14061,11471,bee,5,5,,"Eaten apple on branch with hornets on it",0,0,0,0,0
14062,11472,truebugs,4,1,,,0,0,0,0,0
14063,11473,fly,4,2,,,0,0,0,0,0
14064,11474,spider,3,2,,,0,0,0,0,0
14065,11474,spider,2,1,,,0,0,0,0,0
14066,11475,fly,3,3,,,0,0,0,0,0
14067,11476,truebugs,4,1,,,0,0,0,0,0
14068,11476,spider,3,1,,,0,0,0,0,0
14069,11477,bee,2,1,,,0,0,0,0,0
14070,11478,fly,3,1,,,0,0,0,0,0
14071,11480,other,4,1,,cockroach,0,0,0,0,0
14072,11480,moths,5,1,,Moth,0,0,0,0,0
14073,11480,spider,4,1,,,0,0,0,0,0
14074,11481,spider,4,1,,,0,0,0,0,0
14075,11482,ant,6,1,,,0,0,0,0,0
14076,11482,other,4,1,,cockroach,0,0,0,0,0
14077,11482,truebugs,3,2,,,0,0,0,0,0
14078,11483,fly,3,1,,,0,0,0,0,0
14079,11486,leafhopper,3,1,,,0,0,0,0,0
14080,11487,leafhopper,5,1,,,0,0,0,0,0
14081,11489,beetle,5,1,,,0,0,0,0,0
14082,11489,other,3,1,,cockroach,0,0,0,0,0
14083,11489,ant,2,1,,,0,0,0,0,0
14084,11489,caterpillar,2,1,,,1,0,0,0,0
14085,11490,truebugs,3,2,,,0,0,0,0,0
14086,11491,spider,5,1,,,0,0,0,0,0
14087,11492,other,4,1,,cockroach,0,0,0,0,0
14088,11492,spider,3,1,,,0,0,0,0,0
14089,11494,spider,3,2,,,0,0,0,0,0
14090,11495,spider,3,2,,,0,0,0,0,0
14091,11496,spider,3,2,,,0,0,0,0,0
14092,11498,spider,3,2,,,0,0,0,0,0
14093,11501,spider,3,2,,,0,0,0,0,0
14094,11506,other,4,1,14094.jpeg,"Lace wing eating aphids ",0,0,0,0,0
14095,11507,grasshopper,8,2,14095.jpeg,"Tree crickets ",0,0,0,0,0
14096,11507,moths,5,1,14096.jpeg,,0,0,0,0,0
14097,11509,spider,2,1,,,0,0,0,0,0
14098,11509,spider,4,1,,"Jumping ",0,0,0,0,0
14099,11513,fly,5,1,,,0,0,0,0,0
14100,11515,spider,3,1,,,0,0,0,0,0
14101,11516,moths,12,1,14101.jpeg,,0,0,0,0,0
14102,11520,spider,6,1,,"In tiered leaves",0,0,0,0,0
14103,11522,ant,3,1,,,0,0,0,0,0
14104,11525,spider,3,1,,,0,0,0,0,0
14105,11527,spider,6,1,,"Jumping spider",0,0,0,0,0
14106,11528,other,60,1,,mantis,0,0,0,0,0
14107,11529,fly,5,1,,,0,0,0,0,0
14108,11531,caterpillar,21,1,14108.jpeg,"Pink striped oak worm, anisota virginiensis ",1,0,0,0,0
14109,11531,spider,3,1,,,0,0,0,0,0
14110,11533,bee,7,1,,,0,0,0,0,0
14111,11533,spider,3,1,,"Magnolia jumping spider ",0,0,0,0,0
14112,11534,spider,12,1,,,0,0,0,0,0
14113,11535,truebugs,6,1,14113.jpeg,"Stink bug nymph ",0,0,0,0,0
14114,11541,caterpillar,20,1,14114.jpeg,"Under leaf ",1,0,0,0,0
14115,11541,spider,7,1,,,0,0,0,0,0
14116,11544,spider,3,2,,"Jumping ",0,0,0,0,0
14117,11550,spider,3,1,,,0,0,0,0,0
14119,11553,bee,15,1,,,0,0,0,0,0
14120,11553,beetle,8,1,,,0,0,0,0,0
14121,11554,fly,10,2,,,0,0,0,0,0
14122,11554,fly,15,1,,,0,0,0,0,0
14123,11555,moths,20,1,,,0,0,0,0,0
14124,11555,ant,8,1,,,0,0,0,0,0
14125,11556,fly,15,2,,,0,0,0,0,0
14126,11556,spider,10,1,,,0,0,0,0,0
14127,11557,fly,15,2,,,0,0,0,0,0
14128,11559,fly,15,1,,,0,0,0,0,0
14129,11559,moths,15,1,,,0,0,0,0,0
14130,11560,ant,10,1,,,0,0,0,0,0
14131,11560,daddylonglegs,10,2,,,0,0,0,0,0
14132,11562,beetle,15,3,,,0,0,0,0,0
14133,11562,fly,8,2,,,0,0,0,0,0
14134,11563,ant,7,5,,,0,0,0,0,0
14135,11563,fly,15,1,,,0,0,0,0,0
14136,11564,daddylonglegs,8,2,,,0,0,0,0,0
14137,11564,spider,10,1,,,0,0,0,0,0
14138,11566,beetle,10,2,,,0,0,0,0,0
14139,11566,fly,15,1,,,0,0,0,0,0
14140,11566,grasshopper,20,1,,,0,0,0,0,0
14141,11567,truebugs,20,1,,,0,0,0,0,0
14142,11567,ant,7,2,,,0,0,0,0,0
14143,11568,ant,7,3,,,0,0,0,0,0
14144,11568,beetle,10,1,,,0,0,0,0,0
14145,11569,beetle,10,2,,,0,0,0,0,0
14146,11569,truebugs,20,2,,,0,0,0,0,0
14147,11570,fly,10,2,,,0,0,0,0,0
14148,11572,bee,15,1,,,0,0,0,0,0
14149,11572,ant,7,2,,,0,0,0,0,0
14150,11573,ant,7,3,,,0,0,0,0,0
14151,11573,beetle,10,1,,,0,0,0,0,0
14152,11575,beetle,10,2,,,0,0,0,0,0
14153,11576,ant,6,3,,,0,0,0,0,0
14154,11576,fly,10,2,,,0,0,0,0,0
14155,11578,ant,10,2,,,0,0,0,0,0
14156,11578,fly,15,1,,,0,0,0,0,0
14157,11579,grasshopper,18,2,,,0,0,0,0,0
14158,11579,ant,7,3,,,0,0,0,0,0
14159,11580,ant,7,1,,,0,0,0,0,0
14160,11580,beetle,10,2,,,0,0,0,0,0
14161,11580,caterpillar,30,1,,,0,1,0,0,0
14162,11581,bee,20,1,,,0,0,0,0,0
14163,11581,grasshopper,15,2,,,0,0,0,0,0
14164,11582,daddylonglegs,10,1,,,0,0,0,0,0
14165,11583,beetle,12,1,,,0,0,0,0,0
14166,11584,ant,7,3,,,0,0,0,0,0
14167,11584,beetle,10,1,,,0,0,0,0,0
14168,11584,fly,15,1,,,0,0,0,0,0
14169,11585,beetle,10,2,,,0,0,0,0,0
14170,11586,daddylonglegs,10,1,,,0,0,0,0,0
14171,11588,beetle,10,2,,,0,0,0,0,0
14172,11588,truebugs,20,1,,,0,0,0,0,0
14173,11589,daddylonglegs,8,1,,,0,0,0,0,0
14174,11589,ant,8,2,,,0,0,0,0,0
14175,11590,fly,15,1,,,0,0,0,0,0
14176,11590,ant,10,1,,,0,0,0,0,0
14177,11592,beetle,10,2,,,0,0,0,0,0
14178,11592,daddylonglegs,9,1,,,0,0,0,0,0
14179,11593,fly,15,2,,,0,0,0,0,0
14180,11594,beetle,10,2,,,0,0,0,0,0
14181,11594,fly,15,1,,,0,0,0,0,0
14182,11594,fly,10,2,,,0,0,0,0,0
14183,11595,ant,7,2,,,0,0,0,0,0
14184,11597,ant,10,2,,,0,0,0,0,0
14185,11597,caterpillar,55,1,,,1,0,0,0,0
14189,11598,beetle,10,2,,,0,0,0,0,0
14188,11598,bee,15,2,,,0,0,0,0,0
14190,11600,ant,7,2,,,0,0,0,0,0
14191,11601,beetle,10,3,,,0,0,0,0,0
14192,11602,ant,7,2,,,0,0,0,0,0
14193,11602,fly,15,2,,,0,0,0,0,0
14194,11603,moths,15,1,,,0,0,0,0,0
14195,11603,daddylonglegs,10,1,,,0,0,0,0,0
14196,11604,beetle,15,2,,,0,0,0,0,0
14197,11604,ant,7,4,,,0,0,0,0,0
14198,11606,ant,10,2,,,0,0,0,0,0
14199,11606,fly,15,2,,,0,0,0,0,0
14200,11606,spider,18,1,,,0,0,0,0,0
14201,11608,beetle,10,2,,,0,0,0,0,0
14202,11609,fly,8,2,,,0,0,0,0,0
14203,11609,grasshopper,10,1,,,0,0,0,0,0
14204,11610,ant,8,1,,,0,0,0,0,0
14205,11610,beetle,10,2,,,0,0,0,0,0
14206,11611,ant,10,2,,,0,0,0,0,0
14207,11611,truebugs,20,1,,,0,0,0,0,0
14208,11612,ant,10,2,,,0,0,0,0,0
14209,11612,daddylonglegs,7,1,,,0,0,0,0,0
14210,11613,ant,10,2,,,0,0,0,0,0
14211,11613,leafhopper,7,1,,,0,0,0,0,0
14212,11613,spider,15,1,,,0,0,0,0,0
14213,11615,bee,15,2,,,0,0,0,0,0
14214,11616,beetle,10,1,,,0,0,0,0,0
14215,11616,daddylonglegs,7,2,,,0,0,0,0,0
14216,11617,fly,18,2,,,0,0,0,0,0
14217,11618,ant,5,5,,,0,0,0,0,0
14218,11618,fly,15,1,,,0,0,0,0,0
14219,11620,daddylonglegs,10,1,,,0,0,0,0,0
14220,11621,bee,15,1,,,0,0,0,0,0
14221,11623,ant,10,2,,,0,0,0,0,0
14222,11624,ant,10,2,,,0,0,0,0,0
14223,11624,daddylonglegs,10,1,,,0,0,0,0,0
14224,11625,ant,5,4,,,0,0,0,0,0
14225,11626,beetle,12,2,,,0,0,0,0,0
14226,11626,truebugs,18,2,,,0,0,0,0,0
14230,11627,ant,10,2,,,0,0,0,0,0
14228,11628,beetle,9,1,,,0,0,0,0,0
14229,11628,caterpillar,20,3,,,0,0,1,0,0
14231,11629,daddylonglegs,8,1,,,0,0,0,0,0
14232,11631,bee,15,1,,,0,0,0,0,0
14235,11632,fly,15,1,,,0,0,0,0,0
14234,11633,daddylonglegs,7,1,,,0,0,0,0,0
14236,11634,fly,10,2,,,0,0,0,0,0
14237,11635,ant,6,3,,,0,0,0,0,0
14238,11635,fly,15,1,,,0,0,0,0,0
14239,11635,moths,20,1,,,0,0,0,0,0
14240,11636,beetle,10,2,,,0,0,0,0,0
14241,11637,grasshopper,50,1,,,0,0,0,0,0
14242,11639,daddylonglegs,7,1,,,0,0,0,0,0
14243,11641,ant,6,4,,,0,0,0,0,0
14244,11645,beetle,15,1,,,0,0,0,0,0
14245,11646,fly,15,1,,,0,0,0,0,0
14246,11647,truebugs,20,1,,,0,0,0,0,0
14247,11649,daddylonglegs,10,1,,,0,0,0,0,0
14248,11650,ant,15,1,,,0,0,0,0,0
14251,11651,leafhopper,5,1,,,0,0,0,0,0
14250,11653,beetle,10,1,,,0,0,0,0,0
14252,11654,fly,15,1,,,0,0,0,0,0
14253,11657,spider,20,1,,,0,0,0,0,0
14254,11660,beetle,10,1,,,0,0,0,0,0
14255,11661,fly,10,1,,,0,0,0,0,0
14256,11662,truebugs,10,1,,,0,0,0,0,0
14257,11664,beetle,10,1,,,0,0,0,0,0
14258,11665,moths,15,1,,,0,0,0,0,0
14259,11667,fly,15,1,,,0,0,0,0,0
14260,11668,daddylonglegs,10,1,,,0,0,0,0,0
14261,11669,ant,5,2,,,0,0,0,0,0
